source	output	vertices	edges	vertex_labels	edge_labels
query_dense_8_128.graph	query_dense_8_128.cypher	8	13	10,11,2,4,5,8,9	0
query_dense_8_129.graph	query_dense_8_129.cypher	8	13	11,14,3,6,7,8	0
query_dense_8_13.graph	query_dense_8_13.cypher	8	13	10,12,13,2,7,9	0
query_dense_8_130.graph	query_dense_8_130.cypher	8	19	0,1,12,4,7,9	0
query_dense_8_131.graph	query_dense_8_131.cypher	8	17	10,12,14,3,4,6	0
query_dense_8_132.graph	query_dense_8_132.cypher	8	15	12,14,3,5,6,8,9	0
query_dense_8_133.graph	query_dense_8_133.cypher	8	13	0,1,10,14,3,5,6	0
query_dense_8_134.graph	query_dense_8_134.cypher	8	15	0,11,12,3,4,6,7	0
query_dense_8_135.graph	query_dense_8_135.cypher	8	15	0,10,12,3,4,6,7,9	0
query_dense_8_136.graph	query_dense_8_136.cypher	8	13	0,12,13,2,3,6,8	0
query_dense_8_137.graph	query_dense_8_137.cypher	8	13	11,12,13,5,6,7	0
query_dense_8_138.graph	query_dense_8_138.cypher	8	15	10,12,13,4,6,8	0
query_dense_8_139.graph	query_dense_8_139.cypher	8	14	1,11,12,13,7,9	0
query_dense_8_14.graph	query_dense_8_14.cypher	8	13	0,10,13,4,5,6,7	0
query_dense_8_140.graph	query_dense_8_140.cypher	8	13	1,13,14,3,5,6,7	0
query_dense_8_141.graph	query_dense_8_141.cypher	8	16	1,13,6,7,9	0
query_dense_8_142.graph	query_dense_8_142.cypher	8	14	12,14,3,4,5,9	0
query_dense_8_143.graph	query_dense_8_143.cypher	8	16	11,13,2,3,4,5,6	0
query_dense_8_144.graph	query_dense_8_144.cypher	8	18	1,14,2,5,7,8,9	0
query_dense_8_145.graph	query_dense_8_145.cypher	8	15	11,2,4,5,7	0
query_dense_8_146.graph	query_dense_8_146.cypher	8	13	10,13,3,6,7,9	0
query_dense_8_147.graph	query_dense_8_147.cypher	8	15	1,11,12,14,2,3,6	0
query_dense_8_148.graph	query_dense_8_148.cypher	8	13	1,10,14,6,8	0
query_dense_8_149.graph	query_dense_8_149.cypher	8	13	0,1,13,3,4,6,9	0
query_dense_8_15.graph	query_dense_8_15.cypher	8	14	0,10,13,14,2,4	0
query_dense_8_150.graph	query_dense_8_150.cypher	8	13	1,11,5,6,8,9	0
query_dense_8_151.graph	query_dense_8_151.cypher	8	17	0,10,11,13,14,2,8,9	0
query_dense_8_152.graph	query_dense_8_152.cypher	8	13	0,11,12,13,3,4,7,9	0
query_dense_8_153.graph	query_dense_8_153.cypher	8	13	10,11,14,2,5,6	0
query_dense_8_154.graph	query_dense_8_154.cypher	8	14	14,4,6,9	0
query_dense_8_155.graph	query_dense_8_155.cypher	8	13	13,3,4,5,6,9	0
query_dense_8_156.graph	query_dense_8_156.cypher	8	15	10,11,14,3,4	0
query_dense_8_157.graph	query_dense_8_157.cypher	8	16	0,1,14,5,8,9	0
query_dense_8_158.graph	query_dense_8_158.cypher	8	14	1,12,13,3,5,8	0
query_dense_8_159.graph	query_dense_8_159.cypher	8	18	10,2,3,5,6,9	0
query_dense_8_16.graph	query_dense_8_16.cypher	8	13	1,13,4,5,6,7	0
query_dense_8_160.graph	query_dense_8_160.cypher	8	13	0,11,13,14,4,6,8	0
query_dense_8_161.graph	query_dense_8_161.cypher	8	17	1,10,12,2,6,7,9	0
query_dense_8_162.graph	query_dense_8_162.cypher	8	13	0,1,13,2,3,5,6	0
query_dense_8_163.graph	query_dense_8_163.cypher	8	28	0,13,5,8,9	0
query_dense_8_164.graph	query_dense_8_164.cypher	8	15	0,1,10,14,2,8	0
query_dense_8_165.graph	query_dense_8_165.cypher	8	14	0,1,11,14,7,9	0
query_dense_8_166.graph	query_dense_8_166.cypher	8	22	0,1,14,4,5,8	0
query_dense_8_167.graph	query_dense_8_167.cypher	8	17	10,13,14,5,6,7	0
query_dense_8_168.graph	query_dense_8_168.cypher	8	18	1,11,12,14,2,5,9	0
query_dense_8_169.graph	query_dense_8_169.cypher	8	13	0,13,2,3,7,8	0
query_dense_8_17.graph	query_dense_8_17.cypher	8	13	10,14,3,5,6	0
query_dense_8_170.graph	query_dense_8_170.cypher	8	14	0,1,11,12,13,4	0
query_dense_8_171.graph	query_dense_8_171.cypher	8	16	10,11,14,4,7,8	0
query_dense_8_172.graph	query_dense_8_172.cypher	8	15	0,1,12,14,2,8,9	0
query_dense_8_173.graph	query_dense_8_173.cypher	8	18	13,14,2,4,8,9	0
query_dense_8_174.graph	query_dense_8_174.cypher	8	16	10,11,12,14,3,6	0
query_dense_8_175.graph	query_dense_8_175.cypher	8	17	10,12,2,3,7	0
query_dense_8_176.graph	query_dense_8_176.cypher	8	13	1,10,14,2,3,5,9	0
query_dense_8_177.graph	query_dense_8_177.cypher	8	22	10,12,2,7,8,9	0
query_dense_8_178.graph	query_dense_8_178.cypher	8	19	10,13,2,3,4,5,7	0
query_dense_8_179.graph	query_dense_8_179.cypher	8	14	10,14,2,3,4,7,8	0
query_dense_8_18.graph	query_dense_8_18.cypher	8	16	0,1,10,12,13,14,2	0
query_dense_8_180.graph	query_dense_8_180.cypher	8	28	0,2,3,4,6,9	0
query_dense_8_181.graph	query_dense_8_181.cypher	8	13	0,12,2,4,7,8,9	0
query_dense_8_182.graph	query_dense_8_182.cypher	8	13	1,12,2,4,5,6,8	0
query_dense_8_183.graph	query_dense_8_183.cypher	8	17	12,13,3,6,7,8,9	0
query_dense_8_184.graph	query_dense_8_184.cypher	8	20	10,12,2,6,8	0
query_dense_8_185.graph	query_dense_8_185.cypher	8	15	1,10,13,14,3,5	0
query_dense_8_186.graph	query_dense_8_186.cypher	8	13	1,10,13,3,7,8	0
query_dense_8_187.graph	query_dense_8_187.cypher	8	13	1,10,11,12,4,5	0
query_dense_8_188.graph	query_dense_8_188.cypher	8	17	12,14,2,6,7,8,9	0
query_dense_8_189.graph	query_dense_8_189.cypher	8	13	1,12,13,2,3,6,7	0
query_dense_8_19.graph	query_dense_8_19.cypher	8	13	12,2,3,4,5,7	0
query_dense_8_190.graph	query_dense_8_190.cypher	8	16	1,10,14,3,8,9	0
query_dense_8_191.graph	query_dense_8_191.cypher	8	13	0,10,12,2,3,5	0
query_dense_8_192.graph	query_dense_8_192.cypher	8	13	1,11,13,2,4,6,9	0
query_dense_8_193.graph	query_dense_8_193.cypher	8	17	1,10,14,2,4,6	0
query_dense_8_194.graph	query_dense_8_194.cypher	8	14	1,10,11,14,5,7,8	0
query_dense_8_195.graph	query_dense_8_195.cypher	8	13	11,13,14,2,5,8	0
query_dense_8_196.graph	query_dense_8_196.cypher	8	13	10,14,3,6	0
query_dense_8_197.graph	query_dense_8_197.cypher	8	14	10,12,13,2,4,9	0
query_dense_8_198.graph	query_dense_8_198.cypher	8	15	10,11,13,14,2,4,8	0
query_dense_8_199.graph	query_dense_8_199.cypher	8	18	0,12,2,6,7,8,9	0
query_dense_8_2.graph	query_dense_8_2.cypher	8	22	11,14,4,5,6,7,9	0
query_dense_8_20.graph	query_dense_8_20.cypher	8	14	0,14,2,8,9	0
query_dense_8_200.graph	query_dense_8_200.cypher	8	13	10,12,13,3,4,6	0
query_dense_8_21.graph	query_dense_8_21.cypher	8	28	0,12,13,3,4,5,7	0
query_dense_8_22.graph	query_dense_8_22.cypher	8	13	0,11,13,14,6,7,8	0
query_dense_8_23.graph	query_dense_8_23.cypher	8	16	0,11,12,13,4,5,9	0
query_dense_8_24.graph	query_dense_8_24.cypher	8	16	0,14,3,5,6	0
query_dense_8_25.graph	query_dense_8_25.cypher	8	14	0,14,3,6,8	0
query_dense_8_26.graph	query_dense_8_26.cypher	8	13	1,14,2,3,4,6,8,9	0
query_dense_8_27.graph	query_dense_8_27.cypher	8	14	11,12,13,3,6,8	0
query_dense_8_28.graph	query_dense_8_28.cypher	8	22	10,12,2,4,5,6,9	0
query_dense_8_29.graph	query_dense_8_29.cypher	8	13	1,12,13,14,5,8	0
query_dense_8_3.graph	query_dense_8_3.cypher	8	14	11,12,13,6,7	0
query_dense_8_30.graph	query_dense_8_30.cypher	8	28	0,1,11,12,14,2,4	0
query_dense_8_31.graph	query_dense_8_31.cypher	8	18	0,11,13,14,3,4,7	0
query_dense_8_32.graph	query_dense_8_32.cypher	8	14	10,13,14,2,6,7,9	0
query_dense_8_33.graph	query_dense_8_33.cypher	8	16	0,12,13,14,7	0
query_dense_8_34.graph	query_dense_8_34.cypher	8	14	13,14,2,4,7,8,9	0
query_dense_8_35.graph	query_dense_8_35.cypher	8	18	0,1,3,4,7,8	0
query_dense_8_36.graph	query_dense_8_36.cypher	8	17	1,12,5,7,8,9	0
query_dense_8_37.graph	query_dense_8_37.cypher	8	14	0,11,13,2,3,4,7,9	0
query_dense_8_38.graph	query_dense_8_38.cypher	8	18	0,1,10,11,12,13,9	0
query_dense_8_39.graph	query_dense_8_39.cypher	8	14	11,12,3,4,8	0
query_dense_8_4.graph	query_dense_8_4.cypher	8	17	11,14,4,5,7,8,9	0
query_dense_8_40.graph	query_dense_8_40.cypher	8	17	1,10,11,14,3	0
query_dense_8_41.graph	query_dense_8_41.cypher	8	15	0,11,5,6,8	0
query_dense_8_42.graph	query_dense_8_42.cypher	8	22	11,12,13,14,2,3,8	0
query_dense_8_43.graph	query_dense_8_43.cypher	8	13	11,12,14,2,6,7,9	0
query_dense_8_44.graph	query_dense_8_44.cypher	8	17	0,10,3,4,5,6,8	0
query_dense_8_45.graph	query_dense_8_45.cypher	8	14	0,11,13,14,5,6	0
query_dense_8_46.graph	query_dense_8_46.cypher	8	15	1,10,2,3,7,9	0
query_dense_8_47.graph	query_dense_8_47.cypher	8	13	11,12,13,14,3,7,8	0
query_dense_8_48.graph	query_dense_8_48.cypher	8	15	10,13,2,3,7,9	0
query_dense_8_49.graph	query_dense_8_49.cypher	8	13	10,13,3,5,6	0
query_dense_8_5.graph	query_dense_8_5.cypher	8	28	12,14,2,6,8	0
query_dense_8_50.graph	query_dense_8_50.cypher	8	13	0,11,12,13,3,4	0
query_dense_8_51.graph	query_dense_8_51.cypher	8	17	0,10,13,3,4,8	0
query_dense_8_52.graph	query_dense_8_52.cypher	8	13	0,10,12,2,3,7	0
query_dense_8_53.graph	query_dense_8_53.cypher	8	18	14,2,5,6,7,9	0
query_dense_8_54.graph	query_dense_8_54.cypher	8	17	0,10,12,13,14	0
query_dense_8_55.graph	query_dense_8_55.cypher	8	25	0,10,11,2,4,5,6,7	0
query_dense_8_56.graph	query_dense_8_56.cypher	8	14	1,10,14,3,4,5,6	0
query_dense_8_57.graph	query_dense_8_57.cypher	8	13	0,11,13,2,3,4,7,8	0
query_dense_8_58.graph	query_dense_8_58.cypher	8	15	11,13,14,5,6,8,9	0
query_dense_8_59.graph	query_dense_8_59.cypher	8	17	1,10,12,14,4,6,7	0
query_dense_8_6.graph	query_dense_8_6.cypher	8	15	13,14,2,3,9	0
query_dense_8_60.graph	query_dense_8_60.cypher	8	13	0,1,10,3,4,6,8	0
query_dense_8_61.graph	query_dense_8_61.cypher	8	16	0,1,12,2,3,4,6,7	0
query_dense_8_62.graph	query_dense_8_62.cypher	8	13	0,1,12,4,6,9	0
query_dense_8_63.graph	query_dense_8_63.cypher	8	16	0,13,2,4,6,9	0
query_dense_8_64.graph	query_dense_8_64.cypher	8	13	10,12,13,2,5	0
query_dense_8_65.graph	query_dense_8_65.cypher	8	13	1,10,11,14,5,7,8,9	0
query_dense_8_66.graph	query_dense_8_66.cypher	8	22	11,14,2,3,4,7,9	0
query_dense_8_67.graph	query_dense_8_67.cypher	8	25	10,11,14,2,3,8	0
query_dense_8_68.graph	query_dense_8_68.cypher	8	14	0,13,14,2,4,5	0
query_dense_8_69.graph	query_dense_8_69.cypher	8	16	10,13,2,5,6,7,8	0
query_dense_8_7.graph	query_dense_8_7.cypher	8	14	1,12,14,2,4	0
query_dense_8_70.graph	query_dense_8_70.cypher	8	14	0,1,12,14,2,3,8,9	0
query_dense_8_71.graph	query_dense_8_71.cypher	8	13	10,12,13,3,4,5,6,7	0
query_dense_8_72.graph	query_dense_8_72.cypher	8	28	0,1,10,11,14,6	0
query_dense_8_73.graph	query_dense_8_73.cypher	8	14	0,11,13,14,6,7,9	0
query_dense_8_74.graph	query_dense_8_74.cypher	8	19	0,1,10,12,4,9	0
query_dense_8_75.graph	query_dense_8_75.cypher	8	16	10,11,13,6,7,9	0
query_dense_8_76.graph	query_dense_8_76.cypher	8	13	1,14,3,5,6,7,9	0
query_dense_8_77.graph	query_dense_8_77.cypher	8	28	0,1,12,14,5,9	0
query_dense_8_78.graph	query_dense_8_78.cypher	8	13	0,10,11,13,2,3,8,9	0
query_dense_8_79.graph	query_dense_8_79.cypher	8	14	0,14,6,7,9	0
query_dense_8_8.graph	query_dense_8_8.cypher	8	22	12,13,3,4,5,7,9	0
query_dense_8_80.graph	query_dense_8_80.cypher	8	14	10,12,2,6,7,8,9	0
query_dense_8_81.graph	query_dense_8_81.cypher	8	17	0,2,5,6,7,8	0
query_dense_8_82.graph	query_dense_8_82.cypher	8	14	1,11,12,13,5	0
query_dense_8_83.graph	query_dense_8_83.cypher	8	13	1,12,13,14,2,7	0
query_dense_8_84.graph	query_dense_8_84.cypher	8	20	0,10,13,14,4,6,7	0
query_dense_8_85.graph	query_dense_8_85.cypher	8	15	1,10,11,13,4,5,6	0
query_dense_8_86.graph	query_dense_8_86.cypher	8	15	0,10,13,14,5	0
query_dense_8_87.graph	query_dense_8_87.cypher	8	15	0,10,11,12,3,5	0
query_dense_8_88.graph	query_dense_8_88.cypher	8	17	1,11,13,2,5	0
query_dense_8_89.graph	query_dense_8_89.cypher	8	13	0,10,13,3,5,7	0
query_dense_8_9.graph	query_dense_8_9.cypher	8	16	1,10,12,13,14,4,7,9	0
query_dense_8_90.graph	query_dense_8_90.cypher	8	22	1,10,11,12,4,6,9	0
query_dense_8_91.graph	query_dense_8_91.cypher	8	17	1,12,13,14,3,6,7,9	0
query_dense_8_92.graph	query_dense_8_92.cypher	8	13	0,10,12,2,4,8,9	0
query_dense_8_93.graph	query_dense_8_93.cypher	8	13	0,10,11,12,2,4,6	0
query_dense_8_94.graph	query_dense_8_94.cypher	8	15	0,10,12,2,3,5	0
query_dense_8_95.graph	query_dense_8_95.cypher	8	14	0,11,12,2,3,6,7,8	0
query_dense_8_96.graph	query_dense_8_96.cypher	8	15	11,13,14,2,4,6,8	0
query_dense_8_97.graph	query_dense_8_97.cypher	8	13	13,14,3,5,7,8,9	0
query_dense_8_98.graph	query_dense_8_98.cypher	8	13	1,11,12,13,14,5	0
query_dense_8_99.graph	query_dense_8_99.cypher	8	19	12,13,14,4,5,6	0
query_sparse_16_1.graph	query_sparse_16_1.cypher	16	22	1,10,11,12,13,14,3,4,5,6,7,9	0
query_sparse_16_10.graph	query_sparse_16_10.cypher	16	22	0,10,13,14,4,5,7,8,9	0
query_sparse_16_100.graph	query_sparse_16_100.cypher	16	22	0,1,11,12,2,3,4,5,6,7,8	0
query_sparse_16_101.graph	query_sparse_16_101.cypher	16	22	10,11,12,14,3,4,5,6,7,8,9	0
query_sparse_16_102.graph	query_sparse_16_102.cypher	16	22	0,10,11,12,13,14,2,3,6,7,8,9	0
query_sparse_16_103.graph	query_sparse_16_103.cypher	16	22	0,1,10,11,12,13,14,2,3,5,7	0
query_sparse_16_104.graph	query_sparse_16_104.cypher	16	22	0,1,10,12,14,5,6,9	0
query_sparse_16_105.graph	query_sparse_16_105.cypher	16	22	0,12,13,14,5,6,8	0
query_sparse_16_106.graph	query_sparse_16_106.cypher	16	22	0,10,11,2,3,4,5,6,9	0
query_sparse_16_107.graph	query_sparse_16_107.cypher	16	22	0,1,10,12,13,5,6,7,8	0
query_sparse_16_108.graph	query_sparse_16_108.cypher	16	22	0,1,10,11,12,14,3,5,8,9	0
query_sparse_16_109.graph	query_sparse_16_109.cypher	16	22	0,1,10,2,3,5,6,7,8	0
query_sparse_16_11.graph	query_sparse_16_11.cypher	16	22	1,11,13,14,2,4,6,7,8,9	0
query_sparse_16_110.graph	query_sparse_16_110.cypher	16	22	0,1,10,11,12,14,3,4,5,6	0
query_sparse_16_111.graph	query_sparse_16_111.cypher	16	22	1,10,11,13,14,5,6,7,9	0
query_sparse_16_112.graph	query_sparse_16_112.cypher	16	22	11,13,14,5,6,7,8,9	0
query_sparse_16_113.graph	query_sparse_16_113.cypher	16	22	0,10,11,12,13,14,2,3,4,6,7	0
query_sparse_16_114.graph	query_sparse_16_114.cypher	16	22	1,11,12,13,2,3,5,7,8	0
query_sparse_16_115.graph	query_sparse_16_115.cypher	16	22	0,1,12,13,14,2,6,7,9	0
query_sparse_16_116.graph	query_sparse_16_116.cypher	16	22	0,1,10,12,2,3,5,6,7,8	0
query_sparse_16_117.graph	query_sparse_16_117.cypher	16	22	0,1,11,12,2,3,4,6,8,9	0
query_sparse_16_118.graph	query_sparse_16_118.cypher	16	22	0,11,13,3,4,5,6,7,8,9	0
query_sparse_16_119.graph	query_sparse_16_119.cypher	16	22	10,11,12,13,14,2,4,6,7,8,9	0
query_sparse_16_12.graph	query_sparse_16_12.cypher	16	22	1,11,12,13,2,3,4,5,6,7,8	0
query_sparse_16_120.graph	query_sparse_16_120.cypher	16	22	0,10,2,3,4,5,6,7	0
query_sparse_16_121.graph	query_sparse_16_121.cypher	16	22	10,11,13,14,2,5,8	0
query_sparse_16_122.graph	query_sparse_16_122.cypher	16	22	0,1,11,12,13,14,2,6,9	0
query_sparse_16_123.graph	query_sparse_16_123.cypher	16	22	0,10,12,14,3,5,7,8,9	0
query_sparse_16_124.graph	query_sparse_16_124.cypher	16	22	10,11,13,3,4,6,8,9	0
query_sparse_16_125.graph	query_sparse_16_125.cypher	16	22	1,10,11,12,14,3,4,5,6,7,8	0
query_sparse_16_126.graph	query_sparse_16_126.cypher	16	22	0,1,10,14,2,3,4,6,8,9	0
query_sparse_16_127.graph	query_sparse_16_127.cypher	16	22	1,11,13,14,2,3,4,5,6,8,9	0
query_sparse_16_128.graph	query_sparse_16_128.cypher	16	22	1,11,14,2,4,7,9	0
query_sparse_16_129.graph	query_sparse_16_129.cypher	16	22	0,1,10,11,13,14,4,5,7,9	0
query_sparse_16_13.graph	query_sparse_16_13.cypher	16	22	0,1,10,11,13,14,2,3,4,5,6,8	0
query_sparse_16_130.graph	query_sparse_16_130.cypher	16	22	10,11,14,2,3,4,6,8,9	0
query_sparse_16_131.graph	query_sparse_16_131.cypher	16	22	0,11,12,13,2,3,4,5,6,7,8	0
query_sparse_16_132.graph	query_sparse_16_132.cypher	16	22	0,1,11,13,14,3,5,7,9	0
query_sparse_16_133.graph	query_sparse_16_133.cypher	16	22	0,10,11,12,13,14,2,6,7,8	0
query_sparse_16_134.graph	query_sparse_16_134.cypher	16	22	12,14,2,4,5,7,8,9	0
query_sparse_16_135.graph	query_sparse_16_135.cypher	16	22	0,11,13,3,4,6,8,9	0
query_sparse_16_136.graph	query_sparse_16_136.cypher	16	22	0,1,12,13,14,2,3,4,5,6,7,8	0
query_sparse_16_137.graph	query_sparse_16_137.cypher	16	22	10,11,12,3,4,7,8,9	0
query_sparse_16_138.graph	query_sparse_16_138.cypher	16	22	0,10,11,12,13,2,3,4,6,7,8,9	0
query_sparse_16_139.graph	query_sparse_16_139.cypher	16	22	0,1,13,2,3,4,5,7,8,9	0
query_sparse_16_14.graph	query_sparse_16_14.cypher	16	22	0,1,10,11,13,14,2,4,6	0
query_sparse_16_140.graph	query_sparse_16_140.cypher	16	22	10,12,13,14,3,4,5,6,7	0
query_sparse_16_141.graph	query_sparse_16_141.cypher	16	22	10,11,12,13,3,5,6,7,8,9	0
query_sparse_16_142.graph	query_sparse_16_142.cypher	16	22	0,1,10,11,12,13,14,4,5,7	0
query_sparse_16_143.graph	query_sparse_16_143.cypher	16	22	1,10,13,14,2,5,6,7	0
query_sparse_16_144.graph	query_sparse_16_144.cypher	16	22	1,10,12,13,4,5,6,8,9	0
query_sparse_16_145.graph	query_sparse_16_145.cypher	16	22	1,10,12,2,3,4,6,7	0
query_sparse_16_146.graph	query_sparse_16_146.cypher	16	22	0,10,11,12,14,2,3,6	0
query_sparse_16_147.graph	query_sparse_16_147.cypher	16	22	1,11,13,14,2,3,6,7,8	0
query_sparse_16_148.graph	query_sparse_16_148.cypher	16	22	0,10,13,4,5,7,8	0
query_sparse_16_149.graph	query_sparse_16_149.cypher	16	22	0,12,13,14,2,3,4,6,7	0
query_sparse_16_15.graph	query_sparse_16_15.cypher	16	22	1,11,12,13,14,3,4,5,7,8	0
query_sparse_16_150.graph	query_sparse_16_150.cypher	16	22	0,10,11,13,14,2,4,5,6,7,9	0
query_sparse_16_151.graph	query_sparse_16_151.cypher	16	22	0,1,12,13,14,2,4,6,9	0
query_sparse_16_152.graph	query_sparse_16_152.cypher	16	22	0,1,10,11,12,14,4,5,6,8,9	0
query_sparse_16_153.graph	query_sparse_16_153.cypher	16	22	0,10,11,12,13,14,2,4,5,8	0
query_sparse_16_154.graph	query_sparse_16_154.cypher	16	22	0,1,10,11,12,13,14,4,5,6,8	0
query_sparse_16_155.graph	query_sparse_16_155.cypher	16	22	10,11,12,14,4,5,6,8	0
query_sparse_16_156.graph	query_sparse_16_156.cypher	16	22	0,1,10,12,14,3,4,6,7,8	0
query_sparse_16_157.graph	query_sparse_16_157.cypher	16	22	1,10,11,13,14,2,3,5,7,9	0
query_sparse_16_158.graph	query_sparse_16_158.cypher	16	22	0,11,13,3,4,6,7,8	0
query_sparse_16_159.graph	query_sparse_16_159.cypher	16	22	0,14,2,3,5,6,7,9	0
query_sparse_16_16.graph	query_sparse_16_16.cypher	16	22	1,11,12,13,14,2,4,6,7,9	0
query_sparse_16_160.graph	query_sparse_16_160.cypher	16	22	1,10,11,12,3,4,5,6,7,8,9	0
query_sparse_16_161.graph	query_sparse_16_161.cypher	16	22	0,1,10,11,12,13,14,4,5,6,7,8,9	0
query_sparse_16_162.graph	query_sparse_16_162.cypher	16	22	0,1,10,11,12,13,7,8,9	0
query_sparse_16_163.graph	query_sparse_16_163.cypher	16	22	0,1,10,11,14,3,5,7,8,9	0
query_sparse_16_164.graph	query_sparse_16_164.cypher	16	22	1,10,11,12,13,14,2,6,7,8,9	0
query_sparse_16_165.graph	query_sparse_16_165.cypher	16	22	0,10,11,12,4,5,6,7,8,9	0
query_sparse_16_166.graph	query_sparse_16_166.cypher	16	22	0,1,10,12,13,14,4,5,6,8	0
query_sparse_16_167.graph	query_sparse_16_167.cypher	16	22	11,12,13,14,4,5,6,7,8,9	0
query_sparse_16_168.graph	query_sparse_16_168.cypher	16	22	0,10,11,12,13,14,3,4,8,9	0
query_sparse_16_169.graph	query_sparse_16_169.cypher	16	22	1,10,12,13,14,2,3,4,5,6,7	0
query_sparse_16_17.graph	query_sparse_16_17.cypher	16	22	0,1,11,12,13,14,2,7,8,9	0
query_sparse_16_170.graph	query_sparse_16_170.cypher	16	22	1,11,13,14,2,3,7,8,9	0
query_sparse_16_171.graph	query_sparse_16_171.cypher	16	22	0,1,11,12,13,2,4,5,8	0
query_sparse_16_172.graph	query_sparse_16_172.cypher	16	22	1,13,14,2,3,5,6,7,8	0
query_sparse_16_173.graph	query_sparse_16_173.cypher	16	22	0,1,11,12,13,14,2,5,8	0
query_sparse_16_174.graph	query_sparse_16_174.cypher	16	22	1,10,11,12,13,14,2,4,8,9	0
query_sparse_16_175.graph	query_sparse_16_175.cypher	16	22	1,11,12,13,14,2,6,7,8	0
query_sparse_16_176.graph	query_sparse_16_176.cypher	16	22	0,11,12,14,3,4,5,6,8,9	0
query_sparse_16_177.graph	query_sparse_16_177.cypher	16	22	0,10,11,12,13,14,4,5,6,7,8	0
query_sparse_16_178.graph	query_sparse_16_178.cypher	16	22	0,1,11,13,14,2,3,4,5,9	0
query_sparse_16_179.graph	query_sparse_16_179.cypher	16	22	0,1,10,11,13,14,2,3,5,7,9	0
query_sparse_16_18.graph	query_sparse_16_18.cypher	16	22	1,11,12,13,2,3,4,7,8,9	0
query_sparse_16_180.graph	query_sparse_16_180.cypher	16	22	0,11,12,13,14,2,4,5,7,8,9	0
query_sparse_16_181.graph	query_sparse_16_181.cypher	16	22	0,1,13,14,2,3,4,5,8	0
query_sparse_16_182.graph	query_sparse_16_182.cypher	16	22	0,1,10,11,12,14,3,4,9	0
query_sparse_16_183.graph	query_sparse_16_183.cypher	16	22	0,1,10,12,13,2,3,5,6,7,8,9	0
query_sparse_16_184.graph	query_sparse_16_184.cypher	16	22	1,12,13,14,3,4,6,7,8,9	0
query_sparse_16_185.graph	query_sparse_16_185.cypher	16	22	0,1,12,14,3,4,5,6,8,9	0
query_sparse_16_186.graph	query_sparse_16_186.cypher	16	22	1,13,14,2,3,4,5,6,8,9	0
query_sparse_16_187.graph	query_sparse_16_187.cypher	16	22	1,10,11,14,3,4,6,7,8,9	0
query_sparse_16_188.graph	query_sparse_16_188.cypher	16	22	0,10,11,13,2,5,6,8	0
query_sparse_16_189.graph	query_sparse_16_189.cypher	16	22	1,13,14,2,3,4,5,6,7,8,9	0
query_sparse_16_19.graph	query_sparse_16_19.cypher	16	22	10,11,12,13,14,3,4,5,6,9	0
query_sparse_16_190.graph	query_sparse_16_190.cypher	16	22	0,13,14,2,3,4,5,6,8	0
query_sparse_16_191.graph	query_sparse_16_191.cypher	16	22	0,1,10,11,12,13,2,3,5,6,8,9	0
query_sparse_16_192.graph	query_sparse_16_192.cypher	16	22	0,1,10,11,12,13,14,3,6,7,9	0
query_sparse_16_193.graph	query_sparse_16_193.cypher	16	22	0,10,14,2,3,4,5,6,7	0
query_sparse_16_194.graph	query_sparse_16_194.cypher	16	22	0,1,10,13,4,5,6,7,8,9	0
query_sparse_16_195.graph	query_sparse_16_195.cypher	16	22	0,1,10,14,2,3,4,5,7,8,9	0
query_sparse_16_196.graph	query_sparse_16_196.cypher	16	22	0,11,14,3,4,5,6,7,8,9	0
query_sparse_16_197.graph	query_sparse_16_197.cypher	16	22	0,10,11,13,14,2,3,4,5,6,7	0
query_sparse_16_198.graph	query_sparse_16_198.cypher	16	22	0,1,11,12,14,2,4,5,7,9	0
query_sparse_16_199.graph	query_sparse_16_199.cypher	16	22	1,10,12,13,3,4,6,8,9	0
query_sparse_16_2.graph	query_sparse_16_2.cypher	16	22	0,1,10,13,14,2,3,4,5,6	0
query_sparse_16_20.graph	query_sparse_16_20.cypher	16	22	0,1,10,11,12,13,2,3,5,8	0
query_sparse_16_200.graph	query_sparse_16_200.cypher	16	22	0,1,10,11,12,13,14,3,4,5,8,9	0
query_sparse_16_21.graph	query_sparse_16_21.cypher	16	22	0,1,13,2,3,4,7,8,9	0
query_sparse_16_22.graph	query_sparse_16_22.cypher	16	22	0,1,10,11,12,3,4,5,7,8,9	0
query_sparse_16_23.graph	query_sparse_16_23.cypher	16	22	1,11,12,13,14,3,4,5,7,9	0
query_sparse_16_24.graph	query_sparse_16_24.cypher	16	22	10,11,12,2,3,5,6,7,8,9	0
query_sparse_16_25.graph	query_sparse_16_25.cypher	16	22	0,1,10,11,13,14,3,4,5,8,9	0
query_sparse_16_26.graph	query_sparse_16_26.cypher	16	22	0,1,10,12,13,14,2,3,4,6	0
query_sparse_16_27.graph	query_sparse_16_27.cypher	16	22	10,11,13,14,2,4,5,7,8	0
query_sparse_16_28.graph	query_sparse_16_28.cypher	16	22	0,10,11,12,14,2,5,6,7,8,9	0
query_sparse_16_29.graph	query_sparse_16_29.cypher	16	22	0,1,10,12,13,3,5,7,9	0
query_sparse_16_3.graph	query_sparse_16_3.cypher	16	22	0,1,10,12,13,2,3,5,7,8,9	0
query_sparse_16_30.graph	query_sparse_16_30.cypher	16	22	0,1,10,13,14,2,3,4,5,7,8,9	0
query_sparse_16_31.graph	query_sparse_16_31.cypher	16	22	0,10,11,13,3,6,7,8	0
